stock,date,actual_price,predicted_price,price_prev_day,deviation,movement
BHP.AX,16/09/2019,38.299999,Actual Price on 16th,NA,NA,NA
BHP.AX,10/07/2019,37.889998999999996,37.78083314369754,37.80555532733099,-0.024722183633451442,DOWN
BHP.AX,10/08/2019,37.790001000000004,37.75611096006409,37.78083314369754,-0.024722183633451442,DOWN
BHP.AX,10/09/2019,37.68,37.73138877643064,37.75611096006409,-0.024722183633451442,DOWN
BHP.AX,10/10/2019,37.75,37.70666659279719,37.73138877643064,-0.024722183633451442,DOWN
BHP.AX,10/11/2019,37.619999,37.68194440916374,37.70666659279719,-0.024722183633451442,DOWN
