stock,date,actual_price,predicted_price,price_prev_day,deviation,movement
ASX.AX,09/17/2019,81.339996,79.96992501387578,79.970001,-7.598612420927565e-05,DOWN
ASX.AX,09/18/2019,81.339996,79.96984902775156,79.96992501387578,-7.598612420927565e-05,DOWN
ASX.AX,09/19/2019,81.339996,79.96977304162735,79.96984902775156,-7.598612420927565e-05,DOWN
ASX.AX,09/20/2019,81.339996,79.96969705550313,79.96977304162735,-7.598612420927565e-05,DOWN
ASX.AX,09/21/2019,81.339996,79.96962106937892,79.96969705550313,-7.598612420927565e-05,DOWN
