stock,date,predicted_price,price_prev_day,deviation,movement
ASX.AX,09/24/2019,81.74355093685027,81.980003,-0.23645206314972747,DOWN
ASX.AX,09/25/2019,81.50709887370054,81.74355093685027,-0.23645206314972747,DOWN
ASX.AX,09/26/2019,81.27064681055082,81.50709887370054,-0.23645206314972747,DOWN
ASX.AX,09/27/2019,81.03419474740109,81.27064681055082,-0.23645206314972747,DOWN
ASX.AX,09/28/2019,80.79774268425136,81.03419474740109,-0.23645206314972747,DOWN
